Query_ID,Student_Query,Department,Days_To_Deadline,Priority_Label
3860,Fee payment deadline is today but portal is not working.,IT Support,46,High
9,I want to change my elective subject.,Examination Cell,26,Medium
1863,I cannot download my hall ticket for tomorrow's exam.,Administration,17,High
2820,My admit card has incorrect details.,Administration,26,High
1352,My admit card has incorrect details.,IT Support,18,High
577,LMS is not allowing assignment upload.,Examination Cell,32,Medium
627,Fee payment deadline is today but portal is not working.,Examination Cell,40,High
3619,What is the hostel application procedure?,Hostel Office,3,Low
5532,How to reset my university portal password?,IT Support,29,Medium
427,Request for internship approval letter.,Academic Office,56,Medium
34,I need a bonafide certificate.,Finance Office,54,Medium
1047,I want to change my elective subject.,Library,52,Medium
45,Please share syllabus for Data Science course.,Hostel Office,9,Low
3340,When will the library issue new ID cards?,IT Support,35,Low
1045,When will the library issue new ID cards?,Administration,39,Low
1102,Fee payment deadline is today but portal is not working.,Hostel Office,11,High
1050,My exam form is not submitted and tomorrow is the last date.,Examination Cell,21,High
1884,I cannot download my hall ticket for tomorrow's exam.,Examination Cell,39,High
4472,I have not received my scholarship amount.,Administration,59,High
4634,Please share syllabus for Data Science course.,Finance Office,18,Low
1744,I have not received my scholarship amount.,Examination Cell,9,High
2578,LMS is not allowing assignment upload.,Administration,25,Medium
64,Request for internship approval letter.,Examination Cell,57,Medium
4354,What is the hostel application procedure?,Library,8,Low
3071,How to reset my university portal password?,Hostel Office,25,Medium
5330,Request for internship approval letter.,Academic Office,5,Medium
2618,My exam form is not submitted and tomorrow is the last date.,Library,52,High
1120,Request for internship approval letter.,Library,33,Medium
2500,Fee payment deadline is today but portal is not working.,Academic Office,5,High
3393,My admit card has incorrect details.,Hostel Office,43,High
706,My admit card has incorrect details.,Library,40,High
4987,What is the hostel application procedure?,Hostel Office,56,Low
4963,My exam form is not submitted and tomorrow is the last date.,Hostel Office,11,High
3269,How to reset my university portal password?,IT Support,30,Medium
4011,How to reset my university portal password?,Administration,41,Medium
1613,I want to change my elective subject.,Library,15,Medium
4223,How to join student clubs?,Finance Office,46,Low
1974,Please share syllabus for Data Science course.,Examination Cell,20,Low
4816,I want to change my elective subject.,Hostel Office,16,Medium
5560,What is the hostel application procedure?,Academic Office,47,Low
3933,What are university working hours?,Administration,9,Low
1316,How to join student clubs?,Academic Office,29,Low
5688,My exam form is not submitted and tomorrow is the last date.,Examination Cell,36,High
5695,Request for internship approval letter.,IT Support,38,Medium
2799,LMS is not allowing assignment upload.,Finance Office,39,Medium
5783,Please share syllabus for Data Science course.,Academic Office,11,Low
3837,Request for internship approval letter.,Examination Cell,2,Medium
4763,What are university working hours?,Academic Office,48,Low
748,How to reset my university portal password?,Academic Office,57,Medium
4242,My admit card has incorrect details.,Library,53,High
474,How to join student clubs?,IT Support,32,Low
3444,How to reset my university portal password?,Hostel Office,47,Medium
5674,Fee payment deadline is today but portal is not working.,Academic Office,25,High
298,LMS is not allowing assignment upload.,Hostel Office,22,Medium
304,Fee payment deadline is today but portal is not working.,Academic Office,33,High
2477,How to reset my university portal password?,Library,37,Medium
2378,I have not received my scholarship amount.,Administration,50,High
3535,Request for internship approval letter.,Hostel Office,56,Medium
3310,How to join student clubs?,Hostel Office,3,Low
3870,I have not received my scholarship amount.,IT Support,19,High
4129,How to join student clubs?,Library,56,Low
3617,When will the library issue new ID cards?,Academic Office,29,Low
2686,What are university working hours?,IT Support,7,Low
241,My exam form is not submitted and tomorrow is the last date.,Library,17,High
5738,What are university working hours?,Finance Office,35,Low
2293,What are university working hours?,Library,59,Low
1672,What is the hostel application procedure?,IT Support,49,Low
2100,Please share syllabus for Data Science course.,Examination Cell,11,Low
5061,My exam form is not submitted and tomorrow is the last date.,Administration,30,High
1176,What are university working hours?,Academic Office,59,Low
3934,I need a bonafide certificate.,Finance Office,28,Medium
4384,My admit card has incorrect details.,Finance Office,45,High
3083,I have not received my scholarship amount.,Finance Office,30,High
2863,I cannot download my hall ticket for tomorrow's exam.,IT Support,29,High
5592,I cannot download my hall ticket for tomorrow's exam.,Finance Office,37,High
5711,Fee payment deadline is today but portal is not working.,Library,60,High
5177,When will the library issue new ID cards?,Finance Office,44,Low
1648,My exam form is not submitted and tomorrow is the last date.,Academic Office,2,High
3415,I have not received my scholarship amount.,Library,32,High
334,When will the library issue new ID cards?,Examination Cell,53,Low
2603,How to reset my university portal password?,IT Support,47,Medium
5868,My admit card has incorrect details.,Academic Office,51,High
2158,Request for internship approval letter.,Finance Office,44,Medium
1162,Please share syllabus for Data Science course.,Academic Office,28,Low
3575,LMS is not allowing assignment upload.,Library,16,Medium
4477,I cannot download my hall ticket for tomorrow's exam.,Finance Office,36,High
4582,Please share syllabus for Data Science course.,IT Support,47,Low
4951,Fee payment deadline is today but portal is not working.,Finance Office,44,High
3003,Please share syllabus for Data Science course.,Administration,3,Low
248,Please share syllabus for Data Science course.,Finance Office,31,Low
4877,My exam form is not submitted and tomorrow is the last date.,Examination Cell,2,High
3530,Request for internship approval letter.,Library,27,Medium
801,My admit card has incorrect details.,Examination Cell,50,High
1685,LMS is not allowing assignment upload.,Finance Office,26,Medium
4682,I cannot download my hall ticket for tomorrow's exam.,Administration,33,High
4197,I need a bonafide certificate.,Examination Cell,20,Medium
1922,Please share syllabus for Data Science course.,Finance Office,6,Low
2210,What are university working hours?,Administration,6,Low
1222,Please share syllabus for Data Science course.,Examination Cell,2,Low
4004,My admit card has incorrect details.,Examination Cell,3,High
1514,What is the hostel application procedure?,Hostel Office,46,Low
4352,LMS is not allowing assignment upload.,Academic Office,56,Medium
1254,My exam form is not submitted and tomorrow is the last date.,Hostel Office,46,High
5331,I need a bonafide certificate.,Hostel Office,4,Medium
5170,I have not received my scholarship amount.,Academic Office,48,High
599,When will the library issue new ID cards?,IT Support,14,Low
1610,I want to change my elective subject.,Academic Office,56,Medium
316,I need a bonafide certificate.,Academic Office,6,Medium
5243,I have not received my scholarship amount.,Academic Office,24,High
2277,LMS is not allowing assignment upload.,Examination Cell,36,Medium
150,How to reset my university portal password?,Finance Office,43,Medium
4734,I need a bonafide certificate.,IT Support,26,Medium
1845,My exam form is not submitted and tomorrow is the last date.,Hostel Office,48,High
291,When will the library issue new ID cards?,Examination Cell,24,Low
454,How to reset my university portal password?,Administration,47,Medium
5962,I want to change my elective subject.,Academic Office,5,Medium
4809,Fee payment deadline is today but portal is not working.,Finance Office,59,High
3397,How to join student clubs?,Examination Cell,23,Low
692,I want to change my elective subject.,Administration,42,Medium
1145,Please share syllabus for Data Science course.,Hostel Office,36,Low
1635,When will the library issue new ID cards?,Examination Cell,8,Low
4193,Please share syllabus for Data Science course.,IT Support,37,Low
1781,I want to change my elective subject.,Administration,19,Medium
4971,How to reset my university portal password?,Hostel Office,58,Medium
3652,My exam form is not submitted and tomorrow is the last date.,Finance Office,27,High
